name,x,y,sky_centroid.ra,sky_centroid.dec,m,me,t
jws_1276,4907.260938,469.2021363,266.3993534,-28.98470217,15.42298576,0.003393062,2022.71678
jws_1277,484.8052485,472.0852637,266.3976029,-29.0619646,14.09288235,0.001623665,2022.71678
jws_1278,1600.835061,471.0617065,266.398039,-29.04246692,13.65406148,0.001991662,2022.71678
jws_1279,2911.007164,472.4445575,266.3986023,-29.01957838,17.8301636,0.011969192,2022.71678
jws_1280,3628.055855,473.7178832,266.3989209,-29.00705181,16.75561751,0.005252936,2022.71678
jws_1281,3775.740619,471.6875067,266.3989407,-29.004471,13.89545737,0.002162592,2022.71678
jws_1282,1358.714157,472.3349036,266.3979654,-29.04669728,13.89359253,0.001703704,2022.71678
jws_1283,3246.722504,472.2963081,266.3987366,-29.01371329,16.06563414,0.003592656,2022.71678
jws_1284,3464.175196,472.0468001,266.3988205,-29.00991425,15.90876888,0.003447722,2022.71678
jws_1285,4366.983763,473.6293626,266.3992211,-28.99414253,16.97240208,0.006500139,2022.71678
jws_1286,2877.469098,472.9903917,266.3985995,-29.02016449,15.17579573,0.003174464,2022.71678
jws_1287,4032.499968,472.4537861,266.3990609,-28.99998562,16.92245252,0.005332394,2022.71678
jws_1288,2828.881345,473.6839787,266.3985935,-29.02101358,14.73628825,0.002841635,2022.71678
jws_1289,3807.370139,474.7274059,266.3990143,-29.00391951,13.47447547,0.001970084,2022.71678
jws_1290,3992.34695,473.0871476,266.3990572,-29.00068733,14.73605209,0.001896074,2022.71678
jws_1291,1278.094182,474.5409857,266.3979765,-29.04810652,14.20214318,0.001873362,2022.71678
jws_1292,1463.789451,475.3619749,266.3980689,-29.04486267,13.70057726,0.00188072,2022.71678
jws_1293,3328.253352,475.3901537,266.3988318,-29.01229004,15.51079348,0.002660732,2022.71678
jws_1294,3404.113812,474.5585307,266.3988461,-29.01096444,14.117123,0.001798498,2022.71678
jws_1295,3734.897354,474.2457224,266.3989751,-29.00518545,14.34504942,0.001736596,2022.71678
jws_1296,1158.504716,475.9231352,266.3979552,-29.05019628,14.9495564,0.002053366,2022.71678
jws_1297,2147.501489,477.7520305,266.3983962,-29.03291891,13.61142118,0.002801745,2022.71678
jws_1298,4503.197702,477.421799,266.3993525,-28.99176419,13.97281266,0.002225759,2022.71678
jws_1299,2943.492975,476.6981751,266.3987006,-29.01901236,15.96014745,0.003325913,2022.71678
